num_sentences,accuracy
512,0.8237039047655977
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332040792585986
512,0.8332622435922292
512,0.8332234673698088
512,0.8333591841482803
512,0.8335336771491721
512,0.8337663344836946
512,0.8338632750397457
512,0.8341734848191089
512,0.8358214742719764
512,0.8371398658342705
512,0.8381092713947808
512,0.8399317538485401
512,0.8418511768583504
512,0.8449338865407732
512,0.8476288339989918
512,0.8485400752258715
512,0.8535228198068944
512,0.8547442708131374
523,0.8593780293923766
512,0.8605994803986196
512,0.8663383613168405
512,0.8677536934351855
512,0.8719609135678003
512,0.8735701267982473
512,0.8747334134708596
512,0.8784171546007988
512,0.8791345147155764
512,0.8814416999495909
512,0.8848733956337974
512,0.8858621893055179
512,0.888421419985265
512,0.8906510527744387
512,0.8910000387762225
512,0.8918337275582613
512,0.8947031680173717
512,0.8941215246810655
512,0.8978246539222149
512,0.8992205979293497
512,0.8992399860405599
512,0.9031757726162317
512,0.9020124859436194
512,0.9039900732870604
512,0.9041064019543216
512,0.9060839892977626
512,0.9081585171972546
512,0.9082942339757261
512,0.9094381325371282
523,0.9097483423164915
512,0.9120749156617163
512,0.9117453177711428
512,0.9144208771181511
512,0.9143045484508899
512,0.9155259994571329
512,0.9176586916902555
512,0.9175811392454147
512,0.9184729923610842
512,0.9182403350265617
512,0.9182015588041413
512,0.9210709992632518
512,0.9207220132614681
512,0.9225251076040172
512,0.922602660048858
512,0.9238822753887316
512,0.9245026949474582
512,0.9253363837294971
512,0.9258210865097523
512,0.9262476249563768
512,0.9270813137384156
512,0.9266159990693706
512,0.926363953623638
512,0.9269068207375237
512,0.9269455969599442
512,0.928806855636124
512,0.9278374500756136
512,0.9294272751948505
512,0.930222187754469
523,0.9290782891930668
512,0.9297762611966343
512,0.9310752646477181
512,0.9300476947535771
512,0.932665089766955
512,0.9321803869866998
512,0.9319671177633875
512,0.9337702121059367
512,0.9325293729884835
512,0.9327038659893753
512,0.9340222575516693
512,0.9340610337740898
512,0.9353406491139633
512,0.9341191981077204
512,0.936154949784792
512,0.9357477994493777
512,0.9353212610027531
512,0.9366008763426267
512,0.9355733064484858
512,0.9372212959013533
512,0.9364263833417349
512,0.9371631315677227
512,0.9379192679049208
512,0.9378029392376594
512,0.9375896700143472
512,0.9375508937919268
512,0.9386754042421187
512,0.9391213307999534
512,0.9389080615766412
512,0.9401876769165148
523,0.9396254216914188
512,0.940207065027725
512,0.9400325720268331
512,0.9394509286905269
512,0.9408274845864516
512,0.9404784985846679
512,0.9407499321416107
512,0.942184652371166
512,0.9414479041451782
512,0.942184652371166
512,0.9419326069254333
512,0.9424560859281089
512,0.9411958586994456
512,0.9421458761487456
512,0.9411764705882353
512,0.9425142502617395
512,0.942378533483268
512,0.9422622048160069
512,0.942746907596262
512,0.9433479390437783
512,0.9435612082670907
512,0.9424754740393191
512,0.94350304393346
512,0.9452091977199581
512,0.942746907596262
512,0.9458296172786848
512,0.9451316452751173
512,0.9450347047190663
512,0.9459459459459459
