num_sentences,accuracy
512,0.10004385140637724
512,0.12052872267117709
512,0.11200902086074047
512,0.14498110213201362
512,0.18298565432562802
512,0.2048487126479985
512,0.2483242498277266
512,0.2867881977071979
512,0.2981060368769446
512,0.3237904320407609
512,0.34667668984526717
512,0.3647184113261918
512,0.3789387959656706
512,0.3960617260748815
512,0.4119944037252814
512,0.4244607321096703
512,0.4361126772327674
512,0.446595251519138
512,0.45985508154273425
512,0.4715487899100002
512,0.4893190503038276
512,0.5069640209651486
512,0.5273027208753576
512,0.5465138131930088
512,0.5587922069786381
512,0.5710288375200986
512,0.5847480632295516
512,0.5951053477834158
512,0.6060890809998121
512,0.6143582033452358
512,0.6249034224978597
512,0.6353651151621458
512,0.6423813401825054
512,0.6479149700348723
512,0.6550356031656539
512,0.6623650525172795
512,0.6702165424210152
512,0.6749566706341749
512,0.6802814842656978
512,0.6861492200714151
512,0.6908267034183215
512,0.6965482678694481
512,0.7007872371525821
512,0.7039612437094114
512,0.7104554281776608
512,0.7140470671761783
512,0.7185992607905782
512,0.7233185073816534
512,0.7273904236881121
512,0.7306688383553634
512,0.7345319384409781
512,0.7386038547474367
512,0.7421746121238698
512,0.7455156716573743
512,0.7465806343836789
512,0.753262753450688
512,0.7537221491365449
512,0.7596525298085155
512,0.7622209693248971
512,0.7650608699283761
512,0.7687151537931467
512,0.768422811083965
512,0.7731420576750402
512,0.7761490112551943
512,0.7798241767420493
512,0.7810353108229448
512,0.7782998183298878
512,0.784877529286475
512,0.7889076823487648
512,0.7878009563782915
512,0.7941698511140345
512,0.7946710100440603
512,0.7963206581887281
520,0.7974482657812859
512,0.8014157739773226
512,0.8012278393785629
512,0.8047777151329115
512,0.8040050951157885
512,0.8075132076259683
512,0.8065944162542547
512,0.808786986573117
512,0.8118357033974399
512,0.8127753763912381
512,0.8156779218609702
512,0.8154482240180417
512,0.8167637662093591
512,0.8188310467957151
512,0.820898327382071
512,0.8208774457599867
512,0.8225897387709077
512,0.82373822798555
512,0.8243020317818288
512,0.8258055085719058
512,0.8262440226356783
512,0.8291465681054104
512,0.8299818329887866
512,0.8318194157322141
